Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition 
35,Travel_Rarely,Research & Development,21.0,4,Life Sciences,Female,Human Resources,Single,40690.0,1.0,13,8.0,0,6.0,5.0,6,0,84,0
53,Travel_Rarely,Research & Development,24.0,3,Life Sciences,Male,Research Director,Married,133200.0,3.0,11,8.0,0,11.0,2.0,4,1,2,0
54,Travel_Rarely,Sales,9.0,2,Marketing,Female,Laboratory Technician,Married,62186.0,2.0,19,8.0,0,16.0,2.0,6,0,5,0
34,Travel_Rarely,Research & Development,14.0,4,Life Sciences,Female,Laboratory Technician,Divorced,23410.0,1.0,20,8.0,2,8.0,3.0,8,0,6,0
27,Non-Travel,Research & Development,3.0,3,Life Sciences,Male,Research Director,Married,168365.0,0.0,17,8.0,0,6.0,3.0,5,1,4,0
34,Travel_Frequently,Research & Development,7.0,4,Life Sciences,Male,Laboratory Technician,Single,23480.0,1.0,14,8.0,1,6.0,3.0,5,1,3,0
59,Travel_Rarely,Research & Development,5.0,2,Life Sciences,Male,Research Scientist,Single,165950.0,6.0,117,8.0,1,25.0,2.0,9,5,4,0
55,Travel_Rarely,Human Resources,8.0,3,Human Resources,Male,Laboratory Technician,Married,75080.0,5.0,12,8.0,0,24.0,2.0,5,1,4,1
34,Travel_Frequently,Research & Development,8.0,4,Life Sciences,Male,Laboratory Technician,Single,23480.0,1.0,14,8.0,1,6.0,3.0,5,1,3,0
40,Travel_Rarely,Human Resources,2.0,3,Medical,Male,Sales Executive,Married,24550.0,1.0,15,8.0,1,8.0,2.0,7,7,5,0
36,Travel_Rarely,Human Resources,1.0,4,Life Sciences,Female,Research Scientist,Single,41070.0,3.0,11,8.0,1,17.0,2.0,13,6,7,0
32,Travel_Frequently,Sales,2.0,3,Marketing,Male,Laboratory Technician,Divorced,77560.0,0.0,21,8.0,0,9.0,3.0,8,0,7,0
35,Travel_Rarely,Sales,16.0,2,Technical Degree,Male,Manager,Single,25440.0,0.0,13,8.0,1,17.0,3.0,16,0,13,0
31,Travel_Rarely,Research & Development,4.0,2,Life Sciences,Male,Laboratory Technician,Married,77560.0,1.0,15,8.0,2,6.0,3.0,5,0,2,0
29,Travel_Rarely,Sales,29.0,4,Life Sciences,Male,Laboratory Technician,Single,21270.0,0.0,11,8.0,1,10.0,3.0,9,0,8,0
50,Travel_Frequently,Research & Development,5.0,2,Medical,Male,Sales Representative,Married,45146.0,3.0,14,8.0,1,18.0,2.0,4,1,3,1
34,Travel_Frequently,Research & Development,8.0,2,Medical,Male,Sales Representative,Divorced,30030.0,1.0,23,8.0,0,5.0,2.0,5,2,0,0
41,Travel_Frequently,Research & Development,17.0,1,Medical,Female,Research Scientist,Single,28100.0,1.0,11,8.0,0,8.0,3.0,8,7,7,1
21,Non-Travel,Research & Development,2.0,5,Life Sciences,Female,Manager,Single,28630.0,1.0,14,8.0,0,3.0,2.0,3,2,2,0
46,Travel_Rarely,Sales,10.0,1,Medical,Female,Sales Executive,Divorced,141180.0,2.0,22,8.0,0,12.0,3.0,6,1,4,0
42,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Female,Manufacturing Director,Married,106850.0,4.0,11,8.0,3,4.0,2.0,1,0,0,0
43,Travel_Rarely,Research & Development,26.0,2,Medical,Male,Healthcare Representative,Married,61320.0,6.0,13,8.0,0,22.0,3.0,4,1,0,0
42,Travel_Rarely,Research & Development,6.0,3,Medical,Male,Sales Executive,Married,53900.0,1.0,14,8.0,0,10.0,3.0,10,5,8,0
32,Travel_Rarely,Research & Development,6.0,4,Technical Degree,Male,Research Scientist,Divorced,50030.0,0.0,13,8.0,0,10.0,5.0,9,1,6,0
26,Travel_Frequently,Research & Development,22.0,4,Other,Female,Sales Executive,Married,20240.0,1.0,23,8.0,0,8.0,2.0,8,1,7,1
36,Travel_Frequently,Research & Development,2.0,3,Life Sciences,Female,Laboratory Technician,Single,23050.0,1.0,17,8.0,0,8.0,3.0,8,1,7,0
21,Travel_Rarely,Human Resources,10.0,2,Human Resources,Male,Laboratory Technician,Single,53730.0,1.0,12,8.0,1,1.0,2.0,1,0,0,1
34,Travel_Rarely,Sales,2.0,3,Marketing,Male,Healthcare Representative,Single,46950.0,1.0,16,8.0,1,14.0,2.0,14,2,1,0
47,Travel_Rarely,Sales,3.0,2,Life Sciences,Female,Manager,Single,31960.0,4.0,14,8.0,1,7.0,3.0,2,2,0,0
43,Travel_Rarely,Research & Development,3.0,4,Life Sciences,Female,Research Scientist,Married,24220.0,1.0,11,8.0,1,14.0,2.0,14,6,11,0
38,Travel_Rarely,Research & Development,11.0,2,Life Sciences,Male,Sales Executive,Married,198911.0,7.0,11,8.0,1,7.0,3.0,0,0,0,0
30,Travel_Rarely,Sales,9.0,3,Medical,Male,Research Scientist,Single,40200.0,0.0,11,8.0,1,6.0,3.0,5,1,2,0
45,Travel_Rarely,Research & Development,16.0,1,Medical,Male,Sales Executive,Single,54840.0,1.0,20,8.0,3,6.0,6.0,6,0,4,0
48,Travel_Rarely,Research & Development,2.0,4,Technical Degree,Female,Sales Executive,Single,45910.0,9.0,16,8.0,0,23.0,6.0,1,0,0,1
38,Travel_Rarely,Research & Development,6.0,3,Life Sciences,Female,Research Scientist,Married,154856.0,3.0,16,8.0,1,18.0,2.0,1,0,0,0
29,Travel_Frequently,Sales,2.0,4,Life Sciences,Male,Healthcare Representative,Divorced,64990.0,1.0,18,8.0,3,10.0,2.8093203883495144,10,2,8,0
55,Travel_Rarely,Sales,27.0,3,Marketing,Male,Laboratory Technician,Single,104480.0,2.0,13,8.0,0,30.0,3.0,5,1,2,0
47,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Female,Healthcare Representative,Married,59060.0,4.0,23,8.0,0,21.0,4.0,3,1,1,0
54,Travel_Rarely,Research & Development,9.0,4,Life Sciences,Male,Sales Executive,Married,20930.0,3.0,19,8.0,0,36.0,2.0,10,0,9,0
43,Travel_Rarely,Sales,10.0,5,Technical Degree,Female,Research Director,Divorced,13738.0,1.0,19,8.0,0,6.0,3.0,5,1,4,0
28,Travel_Rarely,Research & Development,29.0,2,Life Sciences,Male,Laboratory Technician,Married,68520.0,1.0,18,8.0,1,1.0,2.0,1,0,0,0
34,Travel_Rarely,Research & Development,10.0,3,Medical,Male,Laboratory Technician,Divorced,41480.0,1.0,11,8.0,0,11.0,3.0,11,7,9,0
49,Travel_Rarely,Research & Development,22.0,3,Medical,Male,Manufacturing Director,Single,24544.0,4.0,13,8.0,0,23.0,3.0,8,0,0,0
39,Non-Travel,Research & Development,9.0,5,Medical,Female,Sales Representative,Married,188240.0,6.0,19,8.0,1,10.0,4.0,3,1,2,0
41,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Research Scientist,Single,47410.0,6.0,16,8.0,0,8.0,3.0,2,2,1,0
47,Travel_Frequently,Research & Development,27.0,3,Life Sciences,Male,Research Scientist,Divorced,54410.0,9.0,22,8.0,1,28.0,6.0,22,11,13,0
51,Travel_Rarely,Research & Development,2.0,2,Life Sciences,Male,Sales Executive,Married,41050.0,4.0,22,8.0,1,18.0,2.0,7,0,7,0
38,Travel_Frequently,Research & Development,26.0,3,Medical,Male,Manufacturing Director,Single,163280.0,1.0,17,8.0,3,10.0,2.0,10,9,9,0
36,Travel_Frequently,Human Resources,7.0,3,Medical,Male,Research Scientist,Married,26900.0,0.0,11,8.0,0,10.0,1.0,9,2,8,0
35,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Male,Manager,Divorced,173990.0,6.0,12,8.0,0,7.0,3.0,2,2,2,1
41,Travel_Rarely,Sales,7.0,3,Medical,Male,Sales Executive,Divorced,102390.0,3.0,24,8.0,3,23.0,3.0,21,12,6,0
38,Non-Travel,Research & Development,3.0,5,Life Sciences,Male,Human Resources,Married,83210.0,3.0,11,8.0,3,13.0,5.0,8,7,5,0
27,Travel_Rarely,Research & Development,11.0,2,Medical,Male,Manager,Married,43930.0,1.0,18,8.0,1,8.0,2.0,8,0,7,0
50,Travel_Rarely,Research & Development,18.0,3,Medical,Male,Research Scientist,Divorced,173280.0,4.0,15,8.0,2,20.0,1.0,3,2,0,1
47,Travel_Frequently,Research & Development,7.0,4,Life Sciences,Male,Sales Executive,Divorced,69310.0,1.0,11,8.0,0,20.0,3.0,19,2,7,0
52,Travel_Frequently,Research & Development,3.0,1,Life Sciences,Male,Sales Executive,Married,117130.0,2.0,14,8.0,0,24.0,2.0,5,0,2,0
29,Travel_Rarely,Research & Development,1.0,2,Medical,Female,Sales Executive,Single,107448.0,1.0,13,8.0,3,1.0,2.0,1,0,0,0
49,Travel_Rarely,Research & Development,26.0,2,Life Sciences,Female,Sales Executive,Married,43973.0,4.0,15,8.0,0,29.0,3.0,26,1,7,0
24,Travel_Frequently,Sales,4.0,4,Marketing,Male,Sales Executive,Married,45080.0,0.0,11,8.0,1,3.0,5.0,2,2,1,0
27,Travel_Rarely,Sales,3.0,3,Life Sciences,Female,Research Scientist,Married,45410.0,1.0,14,8.0,2,9.0,4.0,9,5,8,0
38,Travel_Rarely,Sales,2.0,1,Medical,Male,Laboratory Technician,Single,176030.0,4.0,16,8.0,0,12.0,0.0,8,0,7,0
42,Travel_Frequently,Sales,11.0,3,Marketing,Female,Healthcare Representative,Divorced,28685.0,2.0,13,8.0,1,19.0,0.0,5,0,2,0
30,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Male,Manufacturing Director,Divorced,93409.0,1.0,12,8.0,3,11.0,0.0,11,2,7,0
51,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Female,Manager,Married,40330.0,2.0,14,8.0,0,15.0,2.0,2,2,2,0
29,Travel_Frequently,Research & Development,14.0,2,Life Sciences,Female,Laboratory Technician,Single,52463.0,1.0,17,8.0,0,1.0,3.0,1,1,0,1
32,Travel_Rarely,Sales,2.0,3,Marketing,Male,Laboratory Technician,Married,27060.0,1.0,21,8.0,1,13.0,4.0,13,4,8,0
30,Travel_Frequently,Sales,4.0,2,Marketing,Male,Research Scientist,Single,11290.0,9.0,19,8.0,0,3.0,2.0,1,0,0,1
45,Travel_Rarely,Research & Development,2.0,2,Medical,Female,Sales Executive,Divorced,70830.0,2.0,12,8.0,1,25.0,5.0,1,0,0,0
31,Non-Travel,Research & Development,1.0,2,Medical,Male,Sales Executive,Divorced,195565.0,1.0,105,8.0,1,10.0,1.0,10,9,6,0
38,Travel_Frequently,Research & Development,19.0,2,Life Sciences,Male,Research Scientist,Married,24510.0,7.0,12,8.0,1,19.0,3.0,13,2,9,0
45,Travel_Rarely,Sales,11.0,2,Marketing,Male,Sales Executive,Divorced,38692.0,2.0,14,8.0,0,24.0,1.0,7,0,7,0
40,Non-Travel,Research & Development,26.0,4,Other,Female,Sales Executive,Divorced,32120.0,2.0,15,8.0,1,16.0,1.0,9,4,8,0
30,Travel_Rarely,Research & Development,3.0,1,Medical,Male,Sales Representative,Married,104885.0,3.0,18,8.0,1,10.0,3.0,7,1,7,0
40,Travel_Rarely,Research & Development,8.0,3,Other,Male,Sales Executive,Married,50870.0,3.0,14,8.0,1,10.0,3.0,7,1,7,0
35,Travel_Rarely,Sales,5.0,3,Medical,Female,Laboratory Technician,Married,74030.0,1.0,12,8.0,1,10.0,4.0,10,6,8,0
35,Travel_Rarely,Sales,7.0,4,Medical,Female,Manager,Single,94190.0,1.0,24,8.0,1,6.0,5.0,6,1,1,0
27,Travel_Rarely,Research & Development,6.0,4,Life Sciences,Male,Laboratory Technician,Divorced,37550.0,1.0,19,8.0,0,5.0,2.0,5,0,3,0
43,Travel_Rarely,Sales,17.0,2,Marketing,Female,Laboratory Technician,Single,67820.0,0.0,16,8.0,1,10.0,2.0,9,1,8,0
35,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Healthcare Representative,Married,23210.0,9.0,12,8.0,1,15.0,0.0,13,6,0,1
33,Travel_Rarely,Research & Development,8.0,2,Life Sciences,Male,Research Scientist,Married,37370.0,8.0,22,8.0,2,8.0,2.8093203883495144,5,0,2,0
32,Travel_Rarely,Sales,3.0,4,Life Sciences,Male,Manufacturing Director,Married,97150.0,1.0,15,8.0,1,10.0,1.0,10,0,9,0
56,Travel_Rarely,Research & Development,5.0,3,Technical Degree,Female,Sales Executive,Married,198470.0,4.0,113,8.0,0,6.0,6.0,0,0,0,0
33,Travel_Rarely,Human Resources,28.0,2,Human Resources,Female,Manager,Single,55610.0,1.0,21,8.0,1,1.0,3.0,1,0,0,1
33,Non-Travel,Sales,9.0,2,Technical Degree,Male,Sales Representative,Single,12000.0,0.0,11,8.0,1,3.0,3.0,2,2,2,0
29,Travel_Rarely,Sales,4.0,3,Other,Female,Human Resources,Single,35811.0,1.0,18,8.0,0,6.0,2.0,6,1,5,0
19,Travel_Rarely,Research & Development,24.0,4,Life Sciences,Male,Laboratory Technician,Single,191970.0,1.0,12,8.0,0,1.0,2.0,1,0,0,0
37,Non-Travel,Sales,24.0,2,Life Sciences,Male,Research Scientist,Divorced,68150.0,5.0,20,8.0,1,17.0,3.0,1,0,0,0
40,Travel_Rarely,Research & Development,1.0,3,Medical,Female,Research Scientist,Divorced,37800.0,7.0,12,8.0,0,7.0,2.0,5,1,3,0
38,Travel_Frequently,Research & Development,14.0,3,Technical Degree,Male,Manufacturing Director,Married,32100.0,0.0,17,8.0,2,3.0,5.0,2,0,2,0
35,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Male,Sales Representative,Married,48830.0,1.0,18,8.0,1,10.0,1.0,10,0,9,0
37,Travel_Rarely,Sales,1.0,4,Life Sciences,Male,Healthcare Representative,Divorced,133480.0,7.0,14,8.0,0,8.0,4.0,6,0,4,0
51,Travel_Frequently,Research & Development,21.0,3,Medical,Male,Sales Executive,Married,148140.0,2.0,11,8.0,1,14.0,2.0,4,3,2,0
52,Non-Travel,Research & Development,2.0,3,Technical Degree,Male,Sales Executive,Single,45070.0,1.0,14,8.0,0,33.0,3.0,33,15,12,0
38,Non-Travel,Sales,12.0,1,Marketing,Male,Laboratory Technician,Divorced,24925.0,7.0,13,8.0,2,17.0,2.0,13,1,9,0
50,Travel_Frequently,Research & Development,7.0,3,Medical,Male,Manager,Single,23420.0,1.0,12,8.0,1,32.0,2.0,32,13,9,0
35,Travel_Rarely,Human Resources,2.0,3,Human Resources,Male,Laboratory Technician,Married,136750.0,1.0,15,8.0,3,5.0,5.0,5,1,0,0
32,Non-Travel,Research & Development,3.0,1,Life Sciences,Male,Manager,Divorced,62990.0,5.0,17,8.0,1,9.0,5.0,5,1,2,0
39,Travel_Frequently,Research & Development,3.0,1,Medical,Male,Healthcare Representative,Divorced,51550.0,2.0,18,8.0,1,7.0,3.0,2,2,2,0
35,Travel_Rarely,Research & Development,1.0,3,Medical,Male,Research Director,Single,108550.0,3.0,13,8.0,1,17.0,2.0,8,1,6,0
37,Travel_Rarely,Human Resources,9.0,3,Human Resources,Male,Healthcare Representative,Divorced,55761.0,4.0,17,8.0,0,7.0,4.0,3,0,2,1
32,Travel_Rarely,Sales,3.0,3,Marketing,Male,Laboratory Technician,Married,27060.0,1.0,21,8.0,1,13.0,4.0,13,4,8,0
35,Non-Travel,Research & Development,2.0,1,Life Sciences,Male,Sales Executive,Married,136154.0,4.0,22,8.0,2,16.0,2.8093203883495144,13,4,12,0
45,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,Research Director,Single,29420.0,1.0,22,8.0,1,21.0,4.0,21,8,6,0
28,Travel_Frequently,Research & Development,3.0,3,Medical,Male,Research Scientist,Married,22740.0,3.0,20,8.0,1,5.0,5.0,3,1,2,1
36,Travel_Rarely,Research & Development,25.0,1,Life Sciences,Female,Sales Executive,Married,170070.0,9.0,12,8.0,1,6.0,2.0,1,0,0,0
26,Travel_Rarely,Research & Development,10.0,4,Medical,Male,Healthcare Representative,Divorced,26930.0,5.0,17,8.0,3,8.0,3.0,0,0,0,0
25,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Research Scientist,Married,190940.0,1.0,16,8.0,0,7.0,3.0,7,0,6,0
38,Travel_Frequently,Research & Development,20.0,2,Life Sciences,Male,Research Scientist,Married,24910.0,7.0,12,8.0,1,19.0,3.0,13,2,9,0
29,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Female,Healthcare Representative,Married,41570.0,1.0,17,8.0,3,6.0,2.0,6,1,2,0
39,Travel_Frequently,Research & Development,20.0,4,Medical,Female,Research Scientist,Married,20620.0,1.0,13,8.0,0,21.0,4.0,21,13,3,0
35,Travel_Rarely,Research & Development,7.0,3,Life Sciences,Female,Laboratory Technician,Single,31020.0,1.0,13,8.0,1,6.0,3.0,5,1,4,0
32,Travel_Rarely,Research & Development,8.0,1,Medical,Female,Research Scientist,Single,46270.0,8.0,17,8.0,1,8.0,2.0,1,0,0,0
36,Travel_Rarely,Human Resources,2.0,3,Human Resources,Male,Research Scientist,Single,23770.0,6.0,13,8.0,2,15.0,3.0,1,0,0,0
24,Travel_Rarely,Sales,1.0,3,Marketing,Female,Sales Executive,Married,34070.0,1.0,15,8.0,2,6.0,2.0,6,1,4,0
26,Travel_Rarely,Sales,8.0,3,Marketing,Female,Healthcare Representative,Single,30330.0,1.0,98,8.0,0,5.0,2.0,5,1,2,0
32,Travel_Frequently,Research & Development,9.0,3,Life Sciences,Male,Laboratory Technician,Single,191900.0,3.0,97,8.0,1,8.0,2.0,4,0,3,1
46,Travel_Rarely,Research & Development,9.0,4,Other,Male,Manager,Married,17020.0,5.0,21,8.0,0,25.0,2.0,4,0,57,0
29,Travel_Rarely,Research & Development,10.0,3,Other,Male,Research Scientist,Married,34520.0,1.0,11,8.0,0,10.0,3.0,10,0,7,0
36,Travel_Rarely,Sales,11.0,4,Marketing,Male,Manager,Married,86860.0,1.0,13,8.0,0,18.0,2.0,18,4,11,0
45,Travel_Rarely,Human Resources,15.0,3,Human Resources,Female,Sales Executive,Married,55698.0,4.0,13,8.0,0,17.0,3.0,0,0,0,0
35,Travel_Rarely,Research & Development,3.0,4,Life Sciences,Female,Research Director,Married,108830.0,3.0,12,8.0,0,8.0,3.0,1,0,1,1
35,Travel_Rarely,Sales,2.0,2,Life Sciences,Female,Healthcare Representative,Divorced,109815.0,6.0,14,8.0,2,12.0,2.0,10,0,8,0
37,Travel_Rarely,Sales,16.0,3,Marketing,Male,Laboratory Technician,Married,45533.0,5.0,106,8.0,1,15.0,2.0,1,0,0,1
44,Travel_Rarely,Research & Development,22.0,3,Medical,Female,Laboratory Technician,Married,105458.0,2.0,11,8.0,1,10.0,2.8093203883495144,3,0,52,0
29,Travel_Frequently,Research & Development,28.0,3,Medical,Female,Research Scientist,Single,44340.0,2.707511380880121,17,8.0,3,7.0,1.0,5,0,0,1
31,Travel_Rarely,Human Resources,9.0,4,Human Resources,Male,Laboratory Technician,Married,168875.0,2.0,14,8.0,2,10.0,2.0,1,0,0,1
18,Non-Travel,Research & Development,3.0,3,Life Sciences,Male,Sales Representative,Single,186060.0,1.0,24,8.0,2,0.0,4.0,0,0,0,0
18,Non-Travel,Sales,5.0,4,Other,Male,Manager,Single,32300.0,1.0,12,8.0,1,0.0,3.0,0,0,0,0
37,Travel_Rarely,Sales,15.0,3,Marketing,Male,Laboratory Technician,Married,44850.0,5.0,11,8.0,1,15.0,2.0,1,0,0,1
37,Travel_Rarely,Research & Development,18.0,3,Life Sciences,Female,Sales Executive,Married,20640.0,4.0,16,8.0,0,8.0,3.0,1,0,0,0
55,Travel_Rarely,Research & Development,23.0,1,Life Sciences,Male,Laboratory Technician,Divorced,23420.0,5.0,11,8.0,2,8.0,2.0,4,1,2,0
49,Travel_Rarely,Sales,2.0,3,Technical Degree,Male,Manufacturing Director,Single,52040.0,8.0,14,8.0,1,26.0,3.0,5,0,0,0
30,Non-Travel,Sales,26.0,4,Other,Male,Healthcare Representative,Married,53800.0,7.0,21,8.0,1,4.0,0.0,2,2,2,0
41,Non-Travel,Research & Development,23.0,3,Life Sciences,Male,Manufacturing Director,Single,26700.0,2.0,15,8.0,2,10.0,2.0,8,0,7,0
24,Travel_Frequently,Sales,4.0,4,Marketing,Male,Sales Executive,Married,45080.0,0.0,11,8.0,1,3.0,5.0,2,2,1,0
50,Travel_Frequently,Research & Development,7.0,3,Medical,Male,Manager,Single,23420.0,1.0,12,8.0,1,32.0,2.0,32,13,9,0
23,Travel_Frequently,Research & Development,2.0,4,Life Sciences,Female,Manufacturing Director,Married,61790.0,1.0,11,8.0,0,1.0,3.0,1,1,0,1
40,Travel_Rarely,Research & Development,2.0,3,Medical,Male,Research Director,Single,47750.0,3.0,15,8.0,1,15.0,3.0,5,1,0,1
37,Travel_Rarely,Sales,25.0,2,Life Sciences,Female,Laboratory Technician,Divorced,43402.0,4.0,15,8.0,0,9.0,2.0,1,0,0,0
50,Travel_Frequently,Research & Development,19.0,4,Life Sciences,Male,Sales Executive,Single,53770.0,4.0,14,8.0,1,16.0,3.0,2,2,1,0
24,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Female,Manager,Divorced,28970.0,1.0,18,8.0,3,5.0,4.0,5,0,3,0
40,Travel_Rarely,Sales,10.0,4,Life Sciences,Male,Research Scientist,Single,93620.0,2.0,100,8.0,1,8.0,6.0,2,2,2,0
54,Travel_Frequently,Research & Development,2.0,4,Life Sciences,Male,Research Scientist,Single,29330.0,3.0,12,8.0,2,20.0,2.0,4,0,3,0
32,Travel_Rarely,Research & Development,7.0,3,Technical Degree,Male,Research Scientist,Married,36600.0,3.0,11,8.0,2,10.0,0.0,4,0,2,0
39,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,Sales Executive,Single,98520.0,0.0,12,8.0,1,21.0,5.0,20,11,10,0
55,Travel_Rarely,Research & Development,24.0,1,Life Sciences,Male,Laboratory Technician,Divorced,23420.0,5.0,11,8.0,2,8.0,2.0,4,1,2,0
30,Travel_Rarely,Research & Development,22.0,1,Medical,Male,Laboratory Technician,Married,105052.0,0.0,11,8.0,0,12.0,5.0,11,4,7,0
31,Travel_Frequently,Research & Development,3.0,1,Life Sciences,Female,Manager,Married,97130.0,1.0,17,8.0,0,10.0,5.0,10,8,9,0
33,Non-Travel,Research & Development,19.0,2,Medical,Female,Healthcare Representative,Divorced,63850.0,1.0,13,8.0,0,7.0,6.0,6,1,2,0
41,Non-Travel,Research & Development,12.0,3,Life Sciences,Male,Sales Representative,Divorced,195660.0,6.0,16,8.0,0,5.0,2.0,1,0,0,1
38,Travel_Rarely,Research & Development,19.0,3,Medical,Female,Manufacturing Director,Married,64740.0,2.0,97,8.0,2,20.0,2.8093203883495144,4,0,3,0
38,Travel_Rarely,Research & Development,24.0,3,Medical,Male,Sales Representative,Married,39040.0,1.0,22,8.0,0,10.0,3.0,10,1,9,0
32,Travel_Rarely,Human Resources,22.0,3,Human Resources,Female,Research Director,Divorced,74460.0,0.0,19,8.0,0,7.0,3.0,6,0,5,0
31,Travel_Frequently,Sales,3.0,3,Marketing,Male,Sales Executive,Single,46551.0,2.0,18,8.0,1,9.0,3.0,5,1,4,0
46,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Research Scientist,Married,166160.0,8.0,14,8.0,2,28.0,4.0,26,15,9,0
41,Travel_Rarely,Research & Development,2.0,5,Medical,Male,Healthcare Representative,Divorced,40810.0,2.0,13,8.0,0,14.0,3.0,5,0,4,0
33,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Female,Sales Executive,Married,27660.0,1.0,12,8.0,1,2.0,2.0,2,0,70,0
41,Travel_Frequently,Sales,11.0,2,Medical,Female,Manufacturing Director,Divorced,79450.0,4.0,12,8.0,1,21.0,6.0,7,7,7,0
31,Travel_Rarely,Sales,24.0,1,Marketing,Female,Sales Executive,Single,38940.0,1.0,12,8.0,0,10.0,3.0,10,1,8,0
32,Non-Travel,Research & Development,7.0,2,Life Sciences,Female,Research Director,Married,33860.0,8.0,22,8.0,0,6.0,4.0,4,1,2,1
52,Travel_Rarely,Research & Development,7.0,1,Life Sciences,Female,Research Scientist,Married,47740.0,2.0,18,8.0,1,11.0,2.0,8,7,7,1
38,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Laboratory Technician,Divorced,64720.0,0.0,12,8.0,0,17.0,4.0,16,5,13,0
35,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Male,Healthcare Representative,Married,23210.0,9.0,12,8.0,1,15.0,0.0,13,6,0,1
31,Non-Travel,Research & Development,28.0,4,Medical,Male,Research Scientist,Single,25930.0,0.0,21,8.0,0,4.0,2.0,3,1,2,1
40,Travel_Rarely,Research & Development,22.0,1,Life Sciences,Male,Laboratory Technician,Married,56660.0,1.0,14,8.0,1,18.0,2.0,18,14,12,0
38,Travel_Rarely,Sales,6.0,4,Life Sciences,Female,Research Scientist,Married,107480.0,7.0,15,8.0,0,17.0,3.0,1,0,0,1
25,Travel_Rarely,Sales,11.0,1,Marketing,Male,Research Director,Single,82370.0,1.0,13,8.0,0,6.0,6.0,6,0,3,1
53,Travel_Rarely,Research & Development,10.0,3,Technical Degree,Male,Manager,Divorced,39200.0,6.0,16,8.0,1,22.0,3.0,17,15,82,0
33,Travel_Rarely,Research & Development,3.0,2,Medical,Male,Sales Executive,Single,24400.0,0.0,18,8.0,3,4.0,4.0,3,0,2,0
46,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Male,Healthcare Representative,Married,88370.0,2.0,18,8.0,0,15.0,3.0,3,1,2,0
31,Travel_Rarely,Research & Development,17.0,3,Medical,Male,Human Resources,Divorced,27820.0,1.0,19,8.0,1,13.0,5.0,13,9,9,0
57,Travel_Rarely,Sales,3.0,1,Life Sciences,Male,Research Scientist,Married,61620.0,0.0,14,8.0,0,13.0,5.0,12,2,8,0
28,Travel_Rarely,Research & Development,11.0,1,Medical,Male,Sales Executive,Single,25610.0,1.0,22,8.0,1,2.0,3.0,2,2,2,1
51,Travel_Rarely,Research & Development,1.0,3,Other,Female,Research Director,Married,80080.0,2.0,15,8.0,1,10.0,4.0,1,0,0,0
36,Non-Travel,Research & Development,7.0,2,Life Sciences,Male,Sales Executive,Single,116310.0,1.0,18,8.0,1,10.0,2.0,10,0,9,0
32,Travel_Rarely,Research & Development,11.0,1,Medical,Male,Sales Executive,Single,23420.0,4.0,12,8.0,2,9.0,2.0,6,0,4,0
55,Travel_Rarely,Sales,10.0,3,Marketing,Male,Laboratory Technician,Married,119285.0,4.0,15,8.0,1,35.0,3.0,10,1,4,0
38,Non-Travel,Sales,5.0,3,Life Sciences,Male,Research Director,Single,100698.0,1.0,23,8.0,1,6.0,2.0,5,1,3,0
38,Travel_Rarely,Sales,11.0,3,Medical,Male,Laboratory Technician,Married,181720.0,6.0,12,8.0,2,6.0,5.0,1,0,1,0
28,Travel_Rarely,Research & Development,7.0,3,Other,Male,Human Resources,Single,96370.0,1.0,13,8.0,0,5.0,6.0,5,0,69,0
29,Travel_Rarely,Sales,17.0,4,Medical,Male,Laboratory Technician,Divorced,65820.0,1.0,19,8.0,1,6.0,3.0,6,1,0,0
35,Travel_Frequently,Research & Development,2.0,2,Medical,Male,Manufacturing Director,Married,67960.0,0.0,13,8.0,0,5.0,2.0,4,3,2,1
37,Non-Travel,Research & Development,2.0,3,Medical,Male,Sales Executive,Divorced,41270.0,2.0,13,8.0,1,15.0,2.0,5,0,2,0
33,Travel_Rarely,Sales,1.0,3,Life Sciences,Male,Manager,Married,51470.0,7.0,11,8.0,0,13.0,2.0,9,1,7,1
45,Travel_Rarely,Sales,24.0,3,Life Sciences,Male,Laboratory Technician,Single,36290.0,8.0,16,8.0,1,8.0,2.0,5,0,1,0
